"Story","Title","Result","Date","Stability","Duration (s)"
"As a user of the Travelocity travel page, I want to log in and register in order to buy a flight and book an accommodation.","Creación de un usuario en la pagina Travelocity","PENDING","2020-12-19T12:39:20.622-05:00[America/Bogota]","0.0","0.3"
